Item ID,Item Name,Category,Brand,Supplier Name,Purchase Price,Selling Price,Stock Quantity,Reorder Level,Expiry Date,Last Restocked Date,Sales Per Month,Days Since Restock,Stock Cluster
12741,Milk,2,2,Patel Suppliers,433.01,493.39,327,27,2023-09-05,2023-01-23,25,876,2
12742,Chips,3,8,Patel Suppliers,18.64,22.94,205,43,2023-03-02,2023-02-17,73,851,2
12743,Rice,4,8,Sharma Traders,131.95,168.23,89,13,2023-03-02,2023-02-05,94,863,1
12744,Notebook,2,5,Agarwal Mart,405.38,509.26,127,31,2023-11-02,2023-02-03,61,865,1
12745,Soap,6,0,Verma Distributors,19.84,28.44,215,46,2023-11-02,2023-02-21,7,847,2
12746,Soap,6,3,Verma Distributors,263.13,359.03,45,29,2023-11-02,2023-02-06,75,862,1
12747,Wheat Flour,2,2,Gupta Wholesalers,235.54,281.47,216,21,2023-12-11,2023-01-11,52,888,2
12748,Soap,1,0,Gupta Wholesalers,257.12,300.83,142,50,2023-12-11,2023-02-26,49,842,1
12749,Chips,3,6,Sharma Traders,277.54,401.21,29,21,2023-09-06,2023-01-03,7,896,1
12750,Rice,2,0,Patel Suppliers,177.72,198.87,370,15,2023-08-14,2023-02-24,56,844,0
12751,Shampoo,0,4,Patel Suppliers,22.67,27.11,211,18,2023-08-10,2023-01-19,30,880,2
12752,Chips,6,0,Sharma Traders,72.16,86.46,425,30,2023-08-10,2023-01-24,42,875,0
12753,Pen,6,8,Verma Distributors,263.16,378.11,458,15,2023-08-10,2023-01-29,65,870,0
12754,Wheat Flour,0,2,Agarwal Mart,53.34,79.01,268,27,2023-03-31,2023-02-18,56,850,2
12755,Shampoo,3,6,Gupta Wholesalers,491.06,558.38,397,10,2023-09-24,2023-02-17,93,851,0
12756,Shampoo,5,9,Verma Distributors,379.05,420.22,245,14,2023-04-25,2023-01-07,79,892,2
12757,Detergent,6,7,Gupta Wholesalers,82.42,121.44,228,22,2023-04-25,2023-01-02,58,897,2
12758,Detergent,2,4,Patel Suppliers,21.77,31.69,19,26,2023-10-22,2023-01-13,64,886,1
12759,Notebook,3,2,Sharma Traders,349.4,419.33,67,38,2023-05-30,2023-01-28,76,871,1
12760,Detergent,3,3,Verma Distributors,404.16,489.51,26,41,2023-12-26,2023-01-07,95,892,1
12761,Rice,2,1,Patel Suppliers,132.9,174.83,160,32,2023-10-18,2023-02-05,45,863,1
12762,Toothpaste,1,7,Verma Distributors,261.64,353.52,348,37,2023-10-18,2023-02-21,12,847,0
12763,Soap,3,4,Agarwal Mart,67.3,78.04,42,44,2023-11-19,2023-02-14,57,854,1
12764,Chips,2,7,Agarwal Mart,79.48,104.75,1,45,2023-10-18,2023-02-03,60,865,1
12765,Milk,1,0,Verma Distributors,395.08,572.19,193,47,2023-10-18,2023-01-12,7,887,2
12766,Chips,2,3,Agarwal Mart,384.34,445.38,99,44,2023-07-13,2023-01-19,21,880,1
12767,Chips,6,2,Agarwal Mart,119.91,137.49,41,12,2023-07-13,2023-01-04,26,895,1
12768,Milk,1,3,Gupta Wholesalers,128.89,178.14,84,17,2023-07-13,2023-01-15,82,884,1
12769,Pen,3,6,Verma Distributors,455.48,526.99,410,40,2023-05-22,2023-02-13,58,855,0
12770,Rice,0,6,Sharma Traders,67.02,93.49,186,15,2023-05-30,2023-01-08,81,891,2
12771,Chips,4,9,Sharma Traders,368.9,424.73,317,43,2023-05-30,2023-02-27,85,841,2
12772,Shampoo,5,8,Verma Distributors,84.82,104.96,214,50,2023-04-10,2023-02-08,35,860,2
12773,Rice,3,1,Patel Suppliers,340.16,419.39,126,17,2023-11-16,2023-02-07,52,861,1
12774,Notebook,1,3,Gupta Wholesalers,314.73,440.07,58,25,2023-11-16,2023-02-20,48,848,1
12775,Rice,4,0,Gupta Wholesalers,383.28,453.61,245,36,2023-11-16,2023-01-18,42,881,2
12776,Pen,1,5,Sharma Traders,421.74,619.44,97,15,2023-11-16,2023-01-21,43,878,1
12777,Toothpaste,5,0,Patel Suppliers,133.86,171.78,460,44,2023-12-09,2023-01-11,53,888,0
12778,Toothpaste,0,0,Sharma Traders,192.47,225.99,378,43,2023-09-29,2023-01-04,5,895,0
12779,Chips,3,6,Gupta Wholesalers,365.21,517.18,228,17,2023-04-14,2023-01-13,38,886,2
12780,Rice,0,2,Agarwal Mart,455.45,629.92,311,17,2023-03-31,2023-01-27,80,872,2
12781,Toothpaste,5,1,Patel Suppliers,394.79,574.97,421,46,2023-04-06,2023-02-16,46,852,0
12782,Toothpaste,0,2,Agarwal Mart,35.88,41.99,46,31,2023-05-21,2023-01-24,15,875,1
12783,Milk,3,9,Verma Distributors,281.48,316.15,361,31,2023-06-17,2023-01-18,72,881,0
12784,Rice,6,9,Gupta Wholesalers,232.57,261.82,430,32,2023-06-17,2023-02-05,96,863,0
12785,Detergent,6,1,Gupta Wholesalers,483.84,723.12,222,34,2023-06-17,2023-02-26,26,842,2
12786,Toothpaste,3,6,Verma Distributors,41.78,61.86,18,50,2023-05-30,2023-02-19,41,849,1
12787,Soap,6,0,Sharma Traders,193.6,284.64,320,47,2023-05-30,2023-02-18,23,850,2
12788,Milk,6,1,Patel Suppliers,483.56,550.41,300,20,2023-05-30,2023-02-08,27,860,2
12789,Toothpaste,2,6,Gupta Wholesalers,170.66,191.08,427,15,2023-03-10,2023-01-20,18,879,0
12790,Wheat Flour,4,9,Sharma Traders,318.11,398.25,385,27,2023-03-10,2023-01-04,71,895,0
12791,Milk,4,9,Verma Distributors,175.17,209.12,367,43,2023-03-10,2023-01-30,58,869,0
12792,Rice,1,8,Verma Distributors,62.97,71.19,219,21,2023-03-10,2023-01-05,18,894,2
12793,Soap,6,5,Verma Distributors,75.91,90.8,217,47,2023-03-10,2023-01-22,61,877,2
12794,Shampoo,2,2,Patel Suppliers,234.86,318.9,121,31,2023-12-12,2023-01-24,79,875,1
12795,Detergent,1,2,Patel Suppliers,62.58,84.39,49,33,2023-12-12,2023-01-27,94,872,1
12796,Wheat Flour,1,5,Sharma Traders,372.74,513.34,495,38,2023-12-12,2023-01-26,45,873,0
12797,Rice,2,2,Agarwal Mart,473.74,685.4,326,29,2023-03-28,2023-02-17,9,851,2
12798,Soap,1,4,Sharma Traders,49.65,65.9,145,49,2023-03-28,2023-01-10,42,889,1
12799,Toothpaste,6,1,Gupta Wholesalers,335.02,376.42,346,23,2023-03-28,2023-01-24,77,875,0
12800,Pen,1,4,Verma Distributors,341.28,441.83,167,42,2023-03-28,2023-02-02,73,866,1
12801,Toothpaste,1,5,Verma Distributors,214.91,274.47,438,21,2023-03-28,2023-02-14,43,854,0
12802,Wheat Flour,5,7,Patel Suppliers,325.02,454.85,168,48,2023-06-19,2023-02-19,19,849,1
12803,Shampoo,4,0,Agarwal Mart,368.88,406.1,324,33,2023-06-19,2023-02-24,76,844,2
12804,Notebook,4,3,Verma Distributors,239.21,269.51,337,40,2023-06-19,2023-01-25,49,874,0
12805,Shampoo,3,0,Patel Suppliers,24.32,26.85,353,31,2023-02-12,2023-01-16,62,883,0
12806,Milk,1,4,Patel Suppliers,414.75,618.62,247,49,2023-02-12,2023-01-06,35,893,2
12807,Chips,0,9,Gupta Wholesalers,319.23,359.58,172,16,2023-09-08,2023-01-31,48,868,2
12808,Shampoo,5,1,Sharma Traders,34.23,51.03,351,26,2023-05-18,2023-02-17,80,851,0
12809,Notebook,1,1,Verma Distributors,282.32,338.75,69,32,2023-05-18,2023-01-08,71,891,1
12810,Pen,5,1,Gupta Wholesalers,41.93,50.2,370,45,2023-07-16,2023-02-17,68,851,0
12811,Rice,1,7,Verma Distributors,231.37,286.1,285,44,2023-07-16,2023-01-05,14,894,2
12812,Detergent,5,0,Agarwal Mart,60.86,74.97,149,40,2023-05-23,2023-01-02,49,897,1
12813,Toothpaste,3,3,Sharma Traders,246.02,368.93,155,10,2023-03-11,2023-02-16,25,852,1
12814,Toothpaste,5,5,Sharma Traders,163.24,200.48,94,38,2023-02-12,2023-01-09,17,890,1
12815,Toothpaste,3,0,Verma Distributors,355.22,415.57,2,28,2023-12-29,2023-01-08,13,891,1
12816,Milk,2,9,Patel Suppliers,138.26,186.09,336,47,2023-03-11,2023-02-21,99,847,2
12817,Milk,0,7,Gupta Wholesalers,140.33,186.48,185,40,2023-03-02,2023-02-06,40,862,2
12818,Milk,0,3,Patel Suppliers,225.02,265.03,398,32,2023-05-06,2023-03-01,87,839,0
12819,Detergent,2,4,Sharma Traders,417.23,493.23,491,36,2023-07-16,2023-02-12,77,856,0
12820,Detergent,6,8,Sharma Traders,62.57,69.58,31,16,2023-07-16,2023-01-07,96,892,1
12821,Milk,0,4,Agarwal Mart,420.01,590.35,391,44,2023-03-07,2023-01-04,46,895,0
12822,Notebook,2,4,Sharma Traders,225.57,317.96,58,14,2023-12-23,2023-02-06,40,862,1
12823,Milk,6,4,Sharma Traders,168.92,233.15,134,41,2023-12-23,2023-02-26,18,842,1
12824,Toothpaste,2,0,Agarwal Mart,62.95,73.32,78,37,2023-07-14,2023-02-24,9,844,1
12825,Chips,1,1,Gupta Wholesalers,275.21,341.52,302,46,2023-07-14,2023-02-12,6,856,2
12826,Detergent,5,6,Sharma Traders,89.29,105.74,233,19,2023-02-26,2023-02-06,31,862,2
12827,Wheat Flour,3,6,Gupta Wholesalers,45.27,59.97,34,17,2023-07-03,2023-01-14,16,885,1
12828,Chips,2,8,Sharma Traders,452.36,497.73,213,31,2023-08-10,2023-01-06,55,893,2
12829,Chips,1,4,Sharma Traders,310.24,360.88,282,12,2023-08-10,2023-01-09,43,890,2
12830,Wheat Flour,0,2,Verma Distributors,427.18,529.64,25,11,2023-07-23,2023-01-03,99,896,1
12831,Wheat Flour,4,5,Agarwal Mart,68.4,102.59,294,29,2023-07-23,2023-02-28,72,840,2
12832,Notebook,3,7,Patel Suppliers,274.34,371.18,335,10,2023-02-24,2023-02-13,87,855,2
12833,Notebook,1,8,Sharma Traders,390.0,474.74,124,14,2023-02-24,2023-02-11,35,857,1
12834,Rice,0,0,Agarwal Mart,343.83,477.87,192,47,2023-12-02,2023-01-09,100,890,2
12835,Soap,6,5,Sharma Traders,69.67,91.05,177,20,2023-12-02,2023-01-14,51,885,2
12836,Soap,1,7,Gupta Wholesalers,70.05,79.54,272,24,2023-12-02,2023-01-22,64,877,2
12837,Milk,2,6,Patel Suppliers,399.92,555.06,333,36,2023-02-09,2023-01-18,65,881,2
12838,Detergent,0,4,Gupta Wholesalers,403.92,538.96,36,16,2023-12-04,2023-02-21,45,847,1
12839,Toothpaste,3,7,Verma Distributors,147.44,184.05,454,16,2023-02-21,2023-01-14,64,885,0
12840,Rice,1,0,Sharma Traders,89.47,123.12,219,12,2023-02-21,2023-01-26,28,873,2
12841,Shampoo,5,2,Gupta Wholesalers,162.33,185.92,498,45,2023-06-07,2023-02-19,53,849,0
12842,Wheat Flour,1,1,Gupta Wholesalers,116.1,147.11,426,26,2023-06-07,2023-01-12,100,887,0
12843,Rice,1,7,Sharma Traders,259.44,352.2,493,19,2023-06-07,2023-02-12,71,856,0
12844,Soap,0,5,Sharma Traders,349.8,456.69,367,33,2023-08-01,2023-01-20,58,879,0
12845,Milk,6,2,Sharma Traders,257.83,305.43,157,12,2023-08-01,2023-02-01,58,867,1
12846,Milk,6,5,Verma Distributors,494.56,667.15,428,29,2023-08-01,2023-02-08,83,860,0
12847,Milk,0,6,Patel Suppliers,365.49,415.58,123,48,2023-03-21,2023-01-14,88,885,1
12848,Notebook,5,3,Agarwal Mart,458.74,606.71,493,36,2023-10-08,2023-03-02,9,838,0
12849,Toothpaste,5,3,Sharma Traders,340.32,453.36,256,36,2023-03-07,2023-01-29,26,870,2
12850,Toothpaste,0,2,Sharma Traders,74.37,104.56,270,49,2023-08-21,2023-01-29,56,870,2
12851,Wheat Flour,1,1,Verma Distributors,200.46,271.88,150,15,2023-08-21,2023-01-06,47,893,1
12852,Shampoo,2,6,Gupta Wholesalers,196.99,258.12,32,27,2023-03-15,2023-01-03,36,896,1
12853,Rice,2,1,Patel Suppliers,116.98,130.99,286,31,2023-04-29,2023-01-16,41,883,2
12854,Notebook,5,6,Verma Distributors,398.28,452.85,455,28,2023-05-31,2023-01-14,57,885,0
12855,Notebook,1,7,Agarwal Mart,204.86,279.64,30,42,2023-05-31,2023-03-01,86,839,1
12856,Milk,6,9,Verma Distributors,407.34,601.07,433,21,2023-05-31,2023-01-25,5,874,0
12857,Chips,0,5,Sharma Traders,323.85,472.87,475,26,2023-11-28,2023-01-25,49,874,0
12858,Chips,6,9,Patel Suppliers,207.56,238.9,102,15,2023-11-28,2023-02-03,91,865,1
12859,Milk,4,8,Agarwal Mart,440.22,627.0,257,39,2023-11-28,2023-02-06,99,862,2
12860,Soap,2,9,Gupta Wholesalers,361.78,520.96,85,44,2023-07-14,2023-01-31,57,868,1
12861,Wheat Flour,0,1,Agarwal Mart,129.14,156.0,315,21,2023-02-16,2023-02-08,69,860,2
12862,Notebook,2,4,Verma Distributors,303.77,334.77,346,41,2023-09-07,2023-02-03,15,865,0
12863,Pen,3,5,Agarwal Mart,176.81,236.35,299,12,2023-12-02,2023-03-02,82,838,2
12864,Detergent,6,6,Gupta Wholesalers,324.18,394.97,498,17,2023-12-02,2023-02-28,78,840,0
12865,Pen,2,7,Agarwal Mart,27.39,33.45,201,43,2023-09-07,2023-02-15,48,853,2
12866,Milk,5,2,Sharma Traders,184.34,249.68,241,35,2023-09-15,2023-01-27,78,872,2
12867,Pen,4,8,Patel Suppliers,279.71,386.39,434,49,2023-09-15,2023-01-17,23,882,0
12868,Milk,5,5,Patel Suppliers,403.02,448.73,482,19,2023-10-23,2023-02-13,12,855,0
12869,Chips,1,6,Gupta Wholesalers,137.93,170.87,135,30,2023-10-23,2023-01-11,82,888,1
12870,Notebook,1,3,Agarwal Mart,343.28,378.39,82,42,2023-10-23,2023-02-03,26,865,1
12871,Detergent,3,3,Patel Suppliers,272.1,352.48,30,32,2023-07-13,2023-01-07,57,892,1
12872,Shampoo,5,3,Gupta Wholesalers,444.34,648.12,313,16,2023-09-28,2023-02-17,13,851,2
12873,Wheat Flour,5,6,Patel Suppliers,437.5,586.78,357,48,2023-05-17,2023-01-31,70,868,0
12874,Chips,2,3,Verma Distributors,333.57,407.66,289,44,2023-09-28,2023-02-26,12,842,2
12875,Milk,5,2,Gupta Wholesalers,441.58,616.34,498,16,2023-08-30,2023-01-10,67,889,0
12876,Shampoo,4,2,Gupta Wholesalers,280.63,329.98,14,47,2023-08-30,2023-02-13,91,855,1
12877,Rice,6,3,Sharma Traders,251.73,304.52,396,43,2023-08-30,2023-01-12,55,887,0
12878,Detergent,2,7,Gupta Wholesalers,256.0,297.31,395,38,2023-12-19,2023-01-21,38,878,0
12879,Pen,0,9,Gupta Wholesalers,410.13,470.95,158,24,2023-10-20,2023-01-09,97,890,1
12880,Detergent,3,6,Gupta Wholesalers,343.7,465.57,321,46,2023-03-02,2023-02-12,88,856,2
12881,Pen,0,1,Patel Suppliers,283.83,342.78,492,26,2023-09-29,2023-01-06,71,893,0
12882,Milk,3,6,Sharma Traders,106.73,155.72,269,41,2023-11-06,2023-01-04,29,895,2
12883,Wheat Flour,2,0,Patel Suppliers,158.6,198.14,416,23,2023-10-29,2023-01-11,99,888,0
12884,Shampoo,1,4,Gupta Wholesalers,325.51,376.74,219,44,2023-10-29,2023-02-08,46,860,2
12885,Detergent,6,0,Agarwal Mart,205.01,302.21,442,18,2023-10-29,2023-02-22,56,846,0
12886,Detergent,6,1,Gupta Wholesalers,29.99,33.84,95,48,2023-10-29,2023-02-13,44,855,1
12887,Toothpaste,5,3,Gupta Wholesalers,112.71,147.36,34,36,2023-04-14,2023-01-20,75,879,1
12888,Soap,3,5,Sharma Traders,496.99,593.51,114,32,2023-10-07,2023-01-16,29,883,1
12889,Toothpaste,3,9,Agarwal Mart,498.8,642.94,137,37,2023-11-21,2023-02-01,74,867,1
12890,Toothpaste,3,8,Agarwal Mart,320.79,455.4,486,42,2023-06-29,2023-02-10,13,858,0
12891,Pen,3,1,Sharma Traders,479.37,627.48,172,25,2023-06-07,2023-02-12,44,856,2
12892,Soap,3,7,Sharma Traders,86.46,108.97,204,11,2023-08-29,2023-01-24,32,875,2
12893,Soap,6,2,Agarwal Mart,309.69,409.48,87,39,2023-08-29,2023-01-02,72,897,1
12894,Soap,3,0,Verma Distributors,442.04,639.69,407,43,2023-09-16,2023-01-23,8,876,0
12895,Wheat Flour,0,7,Agarwal Mart,391.98,467.1,114,32,2023-08-03,2023-02-22,49,846,1
12896,Chips,2,8,Sharma Traders,470.48,584.61,227,17,2023-02-01,2023-03-01,70,839,2
12897,Notebook,1,7,Agarwal Mart,220.2,246.12,112,45,2023-02-01,2023-01-05,89,894,1
12898,Detergent,0,3,Gupta Wholesalers,399.6,441.96,454,30,2023-09-28,2023-02-02,30,866,0
12899,Toothpaste,4,7,Patel Suppliers,485.52,579.6,471,14,2023-09-28,2023-01-18,8,881,0
12900,Rice,0,6,Verma Distributors,22.85,30.41,408,10,2023-05-06,2023-02-18,82,850,0
12901,Rice,2,4,Patel Suppliers,217.72,264.81,451,14,2023-11-03,2023-01-20,59,879,0
12902,Toothpaste,6,9,Verma Distributors,375.66,504.21,457,14,2023-11-03,2023-02-27,49,841,0
12903,Wheat Flour,1,7,Sharma Traders,55.0,75.91,217,14,2023-11-03,2023-02-09,13,859,2
12904,Milk,5,2,Sharma Traders,219.4,247.92,156,20,2023-05-31,2023-01-25,26,874,1
12905,Shampoo,4,9,Sharma Traders,491.42,648.78,227,43,2023-05-31,2023-02-26,84,842,2
12906,Toothpaste,2,3,Agarwal Mart,369.51,431.35,4,14,2023-02-26,2023-01-07,81,892,1
12907,Rice,5,0,Patel Suppliers,160.35,200.97,90,12,2023-09-27,2023-01-05,45,894,1
12908,Notebook,5,7,Sharma Traders,127.21,165.78,219,10,2023-08-11,2023-02-21,61,847,2
12909,Notebook,4,0,Gupta Wholesalers,84.75,114.4,259,39,2023-08-11,2023-02-07,48,861,2
12910,Milk,4,2,Verma Distributors,212.63,314.56,43,19,2023-08-11,2023-02-01,58,867,1
12911,Soap,1,3,Gupta Wholesalers,65.27,95.91,346,26,2023-08-11,2023-02-02,27,866,0
12912,Pen,2,3,Verma Distributors,430.83,596.49,390,12,2023-12-13,2023-02-28,60,840,0
12913,Soap,6,4,Patel Suppliers,40.07,56.43,318,13,2023-12-13,2023-01-04,90,895,2
12914,Notebook,3,7,Verma Distributors,355.06,524.69,297,46,2023-12-10,2023-02-01,55,867,2
12915,Soap,1,6,Patel Suppliers,181.33,266.41,91,28,2023-12-10,2023-03-02,11,838,1
12916,Notebook,5,7,Sharma Traders,392.14,534.93,500,44,2023-04-10,2023-01-02,73,897,0
12917,Toothpaste,6,9,Agarwal Mart,226.75,336.35,332,24,2023-04-10,2023-01-13,39,886,2
12918,Toothpaste,5,3,Verma Distributors,102.04,127.01,343,10,2023-06-13,2023-02-08,79,860,0
12919,Chips,0,3,Agarwal Mart,44.89,54.93,476,50,2023-07-06,2023-02-19,39,849,0
12920,Soap,3,9,Sharma Traders,147.27,210.62,106,40,2023-06-18,2023-02-11,58,857,1
12921,Wheat Flour,4,1,Verma Distributors,305.11,422.19,177,31,2023-06-18,2023-02-03,72,865,2
12922,Detergent,4,6,Verma Distributors,17.73,25.76,101,14,2023-06-18,2023-01-28,46,871,1
12923,Shampoo,1,7,Sharma Traders,39.68,50.09,77,34,2023-06-18,2023-02-06,62,862,1
12924,Rice,1,7,Gupta Wholesalers,135.68,167.47,303,18,2023-06-18,2023-01-16,40,883,2
12925,Notebook,4,2,Patel Suppliers,264.84,297.04,489,14,2023-06-18,2023-02-02,67,866,0
12926,Wheat Flour,1,0,Gupta Wholesalers,403.36,513.67,278,15,2023-06-18,2023-02-27,88,841,2
12927,Rice,0,2,Verma Distributors,45.02,57.78,462,31,2023-06-20,2023-01-11,35,888,0
12928,Toothpaste,0,9,Gupta Wholesalers,119.65,153.02,443,42,2023-11-23,2023-01-15,51,884,0
12929,Milk,6,5,Gupta Wholesalers,277.63,387.87,207,42,2023-11-23,2023-02-27,8,841,2
12930,Pen,5,0,Patel Suppliers,262.88,309.51,496,25,2023-10-18,2023-01-27,100,872,0
12931,Milk,5,2,Agarwal Mart,381.57,514.44,23,42,2023-08-09,2023-02-28,88,840,1
12932,Chips,2,0,Patel Suppliers,161.01,236.99,455,47,2023-04-30,2023-01-11,43,888,0
12933,Rice,1,5,Sharma Traders,220.01,309.55,375,39,2023-04-30,2023-01-23,61,876,0
12934,Detergent,6,3,Gupta Wholesalers,303.83,376.69,484,47,2023-04-30,2023-01-08,59,891,0
12935,Soap,3,9,Sharma Traders,313.81,357.58,231,19,2023-04-20,2023-02-11,8,857,2
12936,Detergent,0,0,Patel Suppliers,124.52,166.67,49,47,2023-09-02,2023-02-06,89,862,1
12937,Toothpaste,4,8,Patel Suppliers,26.62,39.89,195,18,2023-09-02,2023-01-30,94,869,2
12938,Chips,6,9,Agarwal Mart,26.06,33.91,253,22,2023-09-02,2023-02-04,31,864,2
12939,Shampoo,2,4,Gupta Wholesalers,161.38,241.24,171,42,2023-08-23,2023-02-04,35,864,2
12940,Notebook,2,4,Agarwal Mart,215.76,244.81,39,25,2023-09-09,2023-01-02,74,897,1
12941,Pen,1,5,Patel Suppliers,44.33,65.7,218,14,2023-09-09,2023-02-01,35,867,2
12942,Milk,0,3,Patel Suppliers,351.87,433.57,121,37,2023-02-14,2023-01-23,23,876,1
12943,Milk,3,9,Verma Distributors,400.67,474.07,219,38,2023-09-22,2023-03-01,86,839,2
12944,Chips,3,9,Verma Distributors,60.24,72.77,72,30,2023-04-17,2023-02-10,95,858,1
12945,Shampoo,0,1,Patel Suppliers,371.28,484.17,478,43,2023-02-23,2023-02-23,97,845,0
12946,Wheat Flour,5,3,Sharma Traders,295.06,341.27,142,10,2023-04-24,2023-02-21,28,847,1
12947,Pen,3,1,Verma Distributors,56.6,80.79,467,10,2023-05-10,2023-02-06,51,862,0
12948,Detergent,1,0,Sharma Traders,149.23,220.1,27,50,2023-05-10,2023-01-12,59,887,1
12949,Soap,4,1,Verma Distributors,352.26,518.19,330,32,2023-05-10,2023-02-20,90,848,2
12950,Detergent,3,8,Gupta Wholesalers,102.14,129.3,95,14,2023-04-21,2023-02-03,35,865,1
12951,Milk,6,0,Agarwal Mart,287.9,334.57,344,46,2023-04-21,2023-02-03,20,865,0
12952,Detergent,6,1,Gupta Wholesalers,122.76,156.44,446,40,2023-04-21,2023-02-13,71,855,0
12953,Toothpaste,2,8,Verma Distributors,398.45,501.78,488,12,2023-08-03,2023-01-02,55,897,0
12954,Chips,4,2,Agarwal Mart,227.13,293.67,70,29,2023-08-03,2023-01-13,59,886,1
12955,Shampoo,1,8,Agarwal Mart,168.04,234.87,214,20,2023-08-03,2023-02-03,46,865,2
12956,Notebook,4,3,Sharma Traders,471.66,642.25,341,21,2023-08-03,2023-01-23,83,876,0
12957,Detergent,5,0,Agarwal Mart,220.45,257.26,186,41,2023-03-11,2023-02-27,39,841,2
12958,Milk,3,9,Verma Distributors,438.47,549.45,393,15,2023-06-14,2023-02-27,89,841,0
12959,Pen,1,9,Gupta Wholesalers,410.18,481.27,96,44,2023-06-14,2023-02-17,79,851,1
12960,Chips,1,1,Agarwal Mart,408.26,524.11,416,50,2023-06-14,2023-02-07,60,861,0
12961,Soap,0,8,Patel Suppliers,408.62,589.54,80,24,2023-07-07,2023-02-16,46,852,1
12962,Shampoo,0,4,Gupta Wholesalers,489.6,583.14,334,13,2023-08-19,2023-02-01,28,867,2
12963,Pen,5,6,Agarwal Mart,117.71,163.25,246,28,2023-05-01,2023-01-21,15,878,2
12964,Notebook,6,9,Agarwal Mart,26.29,34.74,431,19,2023-05-01,2023-01-11,60,888,0
12965,Toothpaste,0,5,Patel Suppliers,230.16,308.12,141,21,2023-02-22,2023-01-21,72,878,1
12966,Chips,0,4,Verma Distributors,42.05,61.44,130,41,2023-03-13,2023-01-20,86,879,1
12967,Detergent,6,7,Gupta Wholesalers,453.89,532.2,158,42,2023-03-13,2023-02-24,14,844,1
12968,Milk,1,9,Verma Distributors,384.57,442.09,141,45,2023-03-13,2023-02-07,70,861,1
12969,Chips,4,9,Verma Distributors,19.2,26.16,162,20,2023-03-13,2023-01-13,34,886,1
12970,Pen,6,8,Patel Suppliers,290.41,419.02,181,12,2023-03-13,2023-02-23,28,845,2
12971,Chips,2,3,Agarwal Mart,74.46,100.51,422,26,2023-04-03,2023-02-19,55,849,0
12972,Rice,6,6,Gupta Wholesalers,86.07,105.33,366,10,2023-04-03,2023-03-02,25,838,0
12973,Toothpaste,2,9,Patel Suppliers,225.49,282.37,248,24,2023-09-30,2023-02-17,34,851,2
12974,Toothpaste,0,6,Patel Suppliers,364.76,525.86,226,22,2023-06-26,2023-02-18,19,850,2
12975,Shampoo,1,0,Patel Suppliers,116.19,140.8,491,44,2023-06-26,2023-02-26,63,842,0
12976,Notebook,1,7,Verma Distributors,412.6,493.14,12,39,2023-06-26,2023-02-19,88,849,1
12977,Milk,4,9,Sharma Traders,425.0,558.25,475,21,2023-06-26,2023-02-12,80,856,0
12978,Rice,3,0,Gupta Wholesalers,233.77,296.2,396,18,2023-03-26,2023-01-23,86,876,0
12979,Toothpaste,1,7,Sharma Traders,293.62,363.62,105,10,2023-03-26,2023-01-13,42,886,1
12980,Notebook,4,4,Sharma Traders,186.04,228.54,205,33,2023-03-26,2023-02-11,23,857,2
12981,Shampoo,6,6,Verma Distributors,80.09,97.88,186,19,2023-03-26,2023-02-26,89,842,2
12982,Shampoo,4,5,Sharma Traders,398.39,442.18,275,31,2023-03-26,2023-03-01,33,839,2
12983,Detergent,1,1,Sharma Traders,260.33,356.98,199,32,2023-03-26,2023-03-02,62,838,2
12984,Milk,3,0,Agarwal Mart,306.9,393.94,186,25,2023-08-25,2023-01-22,18,877,2
12985,Chips,0,5,Patel Suppliers,67.81,87.69,124,28,2023-10-24,2023-02-14,12,854,1
12986,Toothpaste,6,9,Gupta Wholesalers,138.53,195.99,245,18,2023-10-24,2023-01-08,74,891,2
12987,Shampoo,1,6,Gupta Wholesalers,493.65,690.01,227,14,2023-10-24,2023-01-05,64,894,2
12988,Notebook,4,9,Patel Suppliers,259.9,320.37,225,26,2023-10-24,2023-02-19,54,849,2
12989,Chips,5,6,Agarwal Mart,179.26,252.59,427,27,2023-10-09,2023-01-09,37,890,0
12990,Rice,1,4,Verma Distributors,25.54,33.96,429,16,2023-10-09,2023-02-22,28,846,0
12991,Soap,1,1,Verma Distributors,173.31,228.04,483,11,2023-10-09,2023-02-14,88,854,0
12992,Wheat Flour,1,2,Patel Suppliers,491.4,656.35,267,48,2023-10-09,2023-02-08,61,860,2
12993,Pen,0,1,Patel Suppliers,437.33,518.53,72,17,2023-07-13,2023-01-28,54,871,1
12994,Shampoo,2,9,Patel Suppliers,291.57,393.55,333,48,2023-02-18,2023-01-30,83,869,2
12995,Pen,3,8,Patel Suppliers,371.08,475.45,435,32,2023-05-19,2023-02-07,92,861,0
12996,Wheat Flour,4,2,Agarwal Mart,175.64,198.0,49,22,2023-05-19,2023-02-28,25,840,1
12997,Pen,1,1,Agarwal Mart,274.28,349.98,289,16,2023-05-19,2023-01-04,9,895,2
12998,Pen,3,6,Verma Distributors,391.23,434.59,350,45,2023-11-27,2023-01-20,12,879,0
12999,Notebook,5,4,Agarwal Mart,271.12,337.33,407,29,2023-07-04,2023-02-24,20,844,0
13000,Detergent,2,4,Sharma Traders,404.67,601.7,319,29,2023-11-12,2023-01-06,76,893,2
13001,Chips,1,7,Sharma Traders,411.69,541.23,231,44,2023-11-12,2023-02-04,88,864,2
13002,Pen,6,9,Sharma Traders,112.66,136.87,305,38,2023-11-12,2023-02-17,86,851,2
